loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
5600,36 months,10.78,182.76,B,B4,Department manager,10+ years,OWN,46000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,13.18,Dec-2004,7,0,8773,84.4,14,w,Individual,1,0
35000,36 months,16.59,1240.72,D,D2,Certified Teacher,1 year,RENT,83000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.52,May-1982,16,0,35575,78.4,33,w,Individual,0,0
8000,36 months,12.88,269.09,C,C2,admin//qa,3 years,RENT,43500,Source Verified,Dec-2015,Charged Off,other,Other,22.48,Mar-2003,11,1,2015,22.1,16,w,Individual,0,1
2400,36 months,13.44,81.38,C,C3,Logistics,3 years,RENT,26000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.39,Nov-2011,7,0,1869,35.3,8,w,Individual,0,0
35000,36 months,17.27,1252.56,D,D3,irrigation technician,< 1 year,MORTGAGE,98000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.74,Nov-1984,18,0,13676,47.8,43,w,Individual,6,0
35000,60 months,10.78,757.16,B,B4,National Sales Manager,10+ years,MORTGAGE,140000,Verified,Dec-2015,Current,credit_card,Credit card refinancing,16.46,Jan-1999,9,0,26981,44,30,w,Individual,8,0
7000,36 months,12.88,235.46,C,C2,BILLING REPRESENTATIVE,10+ years,OWN,55000,Source Verified,Dec-2015,Fully Paid,other,Other,37.22,May-1988,4,0,34441,0,6,w,Individual,0,0
8000,36 months,11.99,265.68,C,C1,Manufacturing associate,2 years,OWN,23200,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,33.78,Nov-2006,12,0,13545,40.8,22,w,Individual,0,0
6125,36 months,17.27,219.2,D,D3,High Voltage Electrician/Plant Engineer,4 years,RENT,70000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.36,Sep-1993,9,1,2275,27.1,11,w,Individual,1,0
10400,36 months,13.44,352.63,C,C3,Senior Director,10+ years,MORTGAGE,150000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,18.51,Mar-1991,23,0,29336,66.7,44,w,Individual,2,0
30000,36 months,7.91,938.85,A,A5,District Manager,5 years,MORTGAGE,134000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.1,Jun-1987,12,0,11694,42.4,49,w,Individual,3,0
4000,36 months,14.85,138.37,C,C5,CNA,5 years,MORTGAGE,30000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,8.18,Jul-1994,11,1,5339,20.1,22,w,Individual,0,1
10000,36 months,10.78,326.35,B,B4,Pharmacist,10+ years,MORTGAGE,125000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.92,Jun-1998,19,0,13001,24,38,w,Individual,4,0
16000,36 months,7.91,500.72,A,A5,lead operator,< 1 year,MORTGAGE,50000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.41,Aug-2004,9,0,12638,64.8,22,w,Individual,2,0
24000,60 months,17.27,599.96,D,D3,Special Education Teacher,10+ years,MORTGAGE,67000,Not Verified,Dec-2015,Charged Off,home_improvement,Home improvement,29.07,Jan-1991,12,1,5727,62.9,32,w,Individual,3,0
19225,60 months,26.99,586.93,G,G1,OTR Truck Driver,< 1 year,MORTGAGE,56600,Verified,Dec-2015,Charged Off,debt_consolidation,,18.21,Apr-1990,8,1,7055,44.7,22,w,Individual,0,0
13000,60 months,12.88,295,C,C2,Sr. Ops Coordinator,5 years,MORTGAGE,130000,Not Verified,Dec-2015,Charged Off,home_improvement,Home improvement,5.51,Jan-2003,11,0,6739,29.4,32,w,Individual,1,0
16800,60 months,9.17,350.13,B,B2,Public Services Librarian,7 years,MORTGAGE,52000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,28.96,Sep-2004,14,0,12920,64,20,w,Individual,1,0
2000,36 months,6.49,61.29,A,A2,GIS Specialist,3 years,OWN,35037,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,8.51,Jul-2005,9,0,2113,11,14,w,Individual,2,0
19200,36 months,5.32,578.21,A,A1,Truck driver,< 1 year,MORTGAGE,50000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.24,Dec-2001,4,1,10848,82.2,11,w,Individual,0,0
10000,60 months,13.44,229.79,C,C3,General Manager,10+ years,RENT,140000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,9.99,Mar-2005,12,1,9190,42.7,24,f,Individual,1,1
35000,36 months,7.91,1095.33,A,A5,agent,4 years,MORTGAGE,165000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.89,Mar-1997,21,1,53593,50,34,w,Individual,0,0
15000,36 months,12.88,504.55,C,C2,Area Manager,10+ years,MORTGAGE,60000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,36.4,May-2000,9,1,5576,62,42,w,Individual,8,1
35000,36 months,15.77,1226.53,D,D1,Registered Nurse,< 1 year,RENT,84468,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.85,Nov-1994,13,0,23127,55.9,35,w,Individual,1,0
18000,36 months,8.49,568.14,B,B1,General Manager,< 1 year,RENT,55000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,27.17,Aug-2005,14,0,22088,71.7,24,w,Individual,0,0
8000,36 months,9.8,257.39,B,B3,driver,6 years,RENT,40000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,25.15,Aug-2010,19,1,11247,35.3,25,w,Individual,0,0
15000,60 months,12.88,340.38,C,C2,Credit Reager,10+ years,OWN,50000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,30.08,Nov-1984,9,0,75205,9.5,11,w,Individual,0,0
17400,60 months,8.49,356.91,B,B1,Owner,10+ years,MORTGAGE,175000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,7.04,Nov-1999,6,0,3048,32.1,18,w,Individual,5,0
35000,36 months,11.99,1162.34,C,C1,Assistant Vice President,10+ years,MORTGAGE,156000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.98,Dec-2002,11,0,39669,88.5,22,w,Individual,4,0
12000,36 months,9.17,382.55,B,B2,Senior Associate,3 years,RENT,100000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.13,Aug-2010,11,0,1435,6.1,17,w,Individual,0,0
24000,36 months,9.17,765.1,B,B2,teacher/school employee,10+ years,RENT,66000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.98,May-1994,26,1,11718,61.7,41,w,Individual,2,0
8000,36 months,7.91,250.36,A,A5,Designer/Programmer,5 years,OWN,66500,Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,29.22,Mar-1998,10,0,15224,40.7,13,w,Individual,1,0
16775,60 months,19.89,443.41,E,E3,Media Operations Manager,1 year,MORTGAGE,74000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,29.91,Dec-1998,16,1,9911,35,29,w,Individual,7,1
8000,36 months,8.49,252.51,B,B1,Truck Driver,3 years,MORTGAGE,48000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,15.15,Jun-2001,4,0,7764,86,24,w,Individual,2,0
21000,36 months,10.78,685.33,B,B4,Problem Manager Level 2,< 1 year,MORTGAGE,100000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,29.75,May-1994,24,0,45269,31.3,48,w,Individual,5,0
20000,60 months,13.44,459.58,C,C3,It director,2 years,MORTGAGE,150000,Not Verified,Dec-2015,Current,other,Other,5.73,Dec-2003,7,0,4856,57.1,15,w,Individual,4,0
10000,36 months,12.88,336.37,C,C2,Fire Chief,< 1 year,MORTGAGE,113000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.59,Aug-1985,12,0,20061,76,27,w,Individual,3,0
6000,36 months,7.91,187.77,A,A5,Benefits Subject Matter Expert,< 1 year,MORTGAGE,81120,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.45,Aug-2000,10,1,6151,34.9,22,w,Individual,2,1
6000,36 months,18.49,218.4,D,D5,,,MORTGAGE,54744,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.96,Nov-2007,7,0,1373,34.3,26,w,Individual,3,0
8400,36 months,11.48,276.92,B,B5,Customer advocate,< 1 year,RENT,80000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,13.92,Oct-2007,12,0,6597,29.1,61,w,Individual,0,0
10000,60 months,12.88,226.92,C,C2,teacher aid,10+ years,RENT,33000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,23.23,Jul-1989,8,0,13034,48.8,18,w,Individual,0,0
6000,36 months,9.17,191.28,B,B2,Controller honduras,2 years,OWN,72000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,2.8,Sep-1988,9,1,4752,9.8,24,w,Individual,0,1
20000,36 months,8.49,631.26,B,B1,Executive Chef,10+ years,RENT,70000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,12.51,Jun-1999,3,0,32224,62.2,4,w,Individual,0,0
4600,36 months,11.99,152.77,C,C1,,,RENT,14688,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.79,Mar-2003,10,1,3810,31.5,26,w,Individual,2,1
20000,36 months,17.27,715.75,D,D3,Electrician,10+ years,MORTGAGE,50000,Not Verified,Dec-2015,Fully Paid,other,,33.75,Mar-2003,11,0,4354,58.1,26,w,Individual,4,0
15000,36 months,9.17,478.19,B,B2,Customer Service Manager,2 years,RENT,48112,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,31.62,Oct-2001,12,0,21070,58,23,w,Individual,0,0
12000,36 months,12.88,403.64,C,C2,server,4 years,MORTGAGE,40000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.98,Sep-2007,13,0,8700,48.1,22,w,Individual,2,0
5000,36 months,10.78,163.18,B,B4,Reliability Mechanic,10+ years,OWN,75000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.7,Dec-1996,13,0,22869,60.5,53,w,Individual,1,0
6000,36 months,10.78,195.81,B,B4,Procurement,< 1 year,MORTGAGE,57000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.34,Jun-2003,12,0,10706,21.1,23,w,Individual,1,0
10050,60 months,17.27,251.23,D,D3,Library Associate,10+ years,RENT,34000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,18.6,Jan-1991,5,0,5248,75,12,w,Individual,2,0
6000,36 months,5.32,180.69,A,A1,Supervisor,10+ years,RENT,43000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.37,Mar-2007,8,0,4929,24.5,11,w,Individual,0,0
28000,60 months,20.5,749.65,E,E4,Engineer Instructor,10+ years,RENT,84000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,37.26,Oct-1999,22,0,71192,48.5,52,w,Individual,0,0
15000,36 months,5.32,451.73,A,A1,teacher assistant,3 years,OWN,81000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.95,Oct-1985,14,0,37068,9.4,26,w,Individual,1,0
10500,36 months,8.49,331.42,B,B1,Project Manager,10+ years,MORTGAGE,168400,Verified,Dec-2015,Fully Paid,other,Other,27.58,Nov-1999,18,0,43536,61.5,36,w,Individual,5,0
10000,36 months,13.44,339.07,C,C3,MHW2,3 years,MORTGAGE,34000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,11.19,Dec-2011,17,0,8425,15.1,21,w,Individual,1,0
3600,36 months,7.49,111.97,A,A4,Accounts Receivable Manager,< 1 year,MORTGAGE,62000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.42,Mar-2004,21,0,3886,19.6,43,w,Individual,1,0
10000,36 months,11.48,329.67,B,B5,Accounting Assistant,10+ years,MORTGAGE,72000,Not Verified,Dec-2015,Fully Paid,other,Other,26.9,Apr-1999,13,0,16758,61.4,26,w,Individual,3,0
30000,36 months,8.49,946.89,B,B1,pit Manager,10+ years,RENT,115000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,13.54,Oct-2001,23,0,22022,46.2,44,w,Individual,5,0
8000,36 months,11.99,265.68,C,C1,Customer service,2 years,RENT,35000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.12,Nov-1999,10,0,6352,26.9,23,w,Individual,0,0
15000,60 months,16.59,369.49,D,D2,CNA,1 year,MORTGAGE,55000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,10.17,Sep-2002,13,0,9419,54.4,22,w,Individual,0,0
21600,36 months,8.49,681.76,B,B1,Finisher Carpenter,2 years,MORTGAGE,60000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.42,Nov-2007,10,0,11037,67.7,22,w,Individual,1,0
12000,36 months,9.17,382.55,B,B2,Outbound Warehouse Manager,10+ years,MORTGAGE,105000,Source Verified,Dec-2015,Fully Paid,credit_card,,16.86,Apr-1990,12,0,11143,34.1,29,w,Individual,4,0
28000,36 months,7.91,876.26,A,A5,Nurse Practitioner,8 years,MORTGAGE,102000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.05,Feb-1979,24,0,55427,39.9,48,w,Individual,3,0
6400,36 months,11.48,210.99,B,B5,sales associate,10+ years,RENT,33000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,15.6,Jun-2003,9,1,5707,56.5,18,w,Individual,1,1
15000,36 months,9.17,478.19,B,B2,Intl Logistics LifeScience Agent,10+ years,RENT,48000,Source Verified,Dec-2015,Fully Paid,car,Car financing,12.2,Feb-1990,10,1,8588,60.1,11,w,Individual,0,1
13000,36 months,7.91,406.84,A,A5,Consultant,2 years,RENT,70000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,26.32,Jul-2009,10,0,13025,40.6,27,w,Individual,0,0
10000,36 months,13.44,339.07,C,C3,assistant svc manager,3 years,RENT,80000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,15.56,Aug-2003,9,1,8297,57,24,f,Individual,3,1
24800,36 months,7.91,776.12,A,A5,account manager,10+ years,MORTGAGE,95000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,,14.76,Jul-1992,14,0,29719,34.3,24,w,Individual,4,0
12000,60 months,10.78,259.6,B,B4,Maint. Machinist,10+ years,OWN,56000,Not Verified,Dec-2015,Charged Off,other,Other,25.98,May-1999,7,1,3114,28.6,15,w,Individual,0,1
10800,60 months,8.49,221.53,B,B1,Senior Consultant,9 years,MORTGAGE,96000,Not Verified,Dec-2015,Late (31-120 days),car,Car financing,12.25,Jan-2005,17,0,37430,49.1,26,w,Individual,4,0
15000,36 months,11.99,498.15,C,C1,Lead Tech,1 year,MORTGAGE,65000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,,17.56,Aug-2004,9,0,13028,88.3,16,w,Joint App,1,0
24000,36 months,5.32,722.76,A,A1,Pharmacist,3 years,MORTGAGE,120000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,15.82,Sep-2004,13,0,42613,35.4,31,w,Individual,1,0
2000,36 months,13.44,67.82,C,C3,Engineer,10+ years,OWN,75600,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.17,Sep-1995,5,0,15568,92.7,19,w,Individual,4,0
22600,36 months,15.77,791.99,D,D1,Teacher,3 years,MORTGAGE,53867,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.31,Sep-2004,33,0,23959,53.5,46,w,Individual,0,0
13500,36 months,23.13,523.5,F,F2,Electrician,10+ years,RENT,50000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,25.3,Mar-2002,17,1,10292,23,21,w,Individual,0,1
6000,36 months,10.78,195.81,B,B4,"Pastor assigned-Minneapolis, MN",10+ years,MORTGAGE,66000,Not Verified,Dec-2015,Charged Off,car,,19.96,Nov-1987,11,0,3731,23.9,28,w,Individual,1,0
20000,60 months,9.8,422.98,B,B3,CPS Supervisor,10+ years,MORTGAGE,84000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,23.27,Mar-2001,12,0,23257,63.4,40,w,Individual,4,0
5000,36 months,6.49,153.23,A,A2,Pressoperater,10+ years,OWN,55000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,29.15,Sep-2007,9,1,11449,42.2,15,f,Individual,0,1
20000,36 months,7.49,622.04,A,A4,Pilot,10+ years,MORTGAGE,100000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,12.18,Jul-1999,9,0,44737,46.8,18,w,Individual,2,0
12000,36 months,9.8,386.09,B,B3,Sergeant Major,10+ years,MORTGAGE,103000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.54,Jan-1994,11,0,20218,74.9,50,w,Individual,2,0
32000,36 months,11.48,1054.93,B,B5,Professor,10+ years,MORTGAGE,107000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,19.13,Feb-1998,12,0,95821,89,27,w,Individual,8,0
15200,60 months,13.99,353.6,C,C4,Engineer,10+ years,OWN,69998,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,14.52,Nov-2005,7,1,19434,85.6,15,w,Individual,1,0
12500,60 months,11.99,278,C,C1,Owner,< 1 year,MORTGAGE,60000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.98,Apr-2006,5,0,8619,69,8,w,Individual,1,0
21000,36 months,10.78,685.33,B,B4,IT Specialist,4 years,MORTGAGE,81000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.19,Jul-2003,12,0,14360,45.6,39,w,Individual,2,0
16000,36 months,8.49,505.01,B,B1,Customer Care coordinator,3 years,RENT,35000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,24.49,Apr-2006,10,1,12989,50.9,13,w,Individual,0,1
24650,36 months,11.48,812.63,B,B5,Supervising Psychiatric Social Worker,10+ years,MORTGAGE,100000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.64,Apr-1988,11,0,31110,56,24,w,Individual,5,0
11000,36 months,7.91,344.25,A,A5,Senior Financial/Budget Analyst,3 years,MORTGAGE,77000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,28.73,Mar-2004,11,0,10919,60.3,25,w,Individual,3,0
22400,60 months,14.85,531.14,C,C5,librarian,10+ years,RENT,70000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,18.69,Jan-2003,10,0,15292,69.8,20,w,Individual,0,0
15125,60 months,18.49,388.12,D,D5,driver,10+ years,MORTGAGE,61000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,25.38,Apr-2012,16,0,19934,47,18,w,Individual,1,0
8725,36 months,11.99,289.76,C,C1,account sales mng,10+ years,MORTGAGE,60000,Source Verified,Dec-2015,Late (31-120 days),debt_consolidation,Debt consolidation,29.56,Feb-1995,9,0,7990,38.6,33,w,Individual,4,0
8000,36 months,7.91,250.36,A,A5,Teacher,10+ years,MORTGAGE,63800,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.76,Jun-1991,11,0,5025,32.2,35,w,Individual,2,0
8000,36 months,9.17,255.04,B,B2,Wholesale Mgr,2 years,RENT,52000,Source Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,11.86,Feb-2004,4,0,4715,26.2,16,w,Individual,2,0
11000,36 months,14.85,380.52,C,C5,Field Technician,2 years,RENT,42240,Source Verified,Dec-2015,Fully Paid,home_improvement,,19.18,Jan-2011,13,0,4903,26.1,16,w,Individual,0,0
11725,60 months,18.99,304.09,E,E1,Teacher,5 years,MORTGAGE,82000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,13.32,Feb-1995,10,1,14337,35.8,22,w,Individual,3,0
28500,60 months,18.99,739.15,E,E1,Sales,< 1 year,MORTGAGE,70000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,29.37,Sep-2001,16,0,21710,77,29,w,Individual,0,0
25000,36 months,6.49,766.12,A,A2,Manager,5 years,OWN,120000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.3,Dec-1986,17,0,29581,28,33,w,Individual,1,0
7000,36 months,9.17,223.16,B,B2,Nurse Lvn,5 years,RENT,70000,Not Verified,Dec-2015,Fully Paid,moving,Moving and relocation,16.1,Nov-2007,13,0,2978,47,20,w,Individual,0,0
12000,36 months,9.8,386.09,B,B3,Director of Channel Sales & Marketing,< 1 year,MORTGAGE,100000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.07,Sep-2000,10,0,24801,65.4,44,w,Individual,0,0
20000,60 months,8.49,410.24,B,B1,Sales,10+ years,OWN,40000,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,20.04,Jun-2001,16,0,3137,6.1,44,w,Individual,3,0
5875,36 months,15.77,205.89,D,D1,manufacturing driver,10+ years,RENT,56000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.65,Oct-2005,5,0,928,38.7,11,w,Individual,0,0
18000,60 months,18.49,461.9,D,D5,Sales Account Manager,10+ years,RENT,145000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.54,Mar-2000,26,0,36333,47.9,49,w,Individual,5,0
28000,36 months,7.91,876.26,A,A5,Group Manager,1 year,MORTGAGE,160000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,23.69,Sep-1991,16,0,158563,75.2,31,w,Individual,6,0
35000,60 months,9.8,740.21,B,B3,Pilot,10+ years,RENT,205000,Source Verified,Dec-2015,Fully Paid,moving,Moving and relocation,5.71,Mar-1973,10,0,13356,22.8,44,w,Individual,2,0
31800,60 months,16.59,783.32,D,D2,Finance and Admn. Director,< 1 year,MORTGAGE,65000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.15,Oct-2003,12,0,17044,17.7,23,w,Individual,7,0
25000,60 months,17.97,634.43,D,D4,Driver,10+ years,MORTGAGE,105000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.57,Feb-1988,10,1,5787,31.3,41,w,Individual,4,1
16000,36 months,17.27,572.6,D,D3,O&M Specialist II,6 years,RENT,54000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.73,Jun-2002,10,0,4280,27.8,16,w,Individual,0,0
25000,60 months,10.78,540.83,B,B4,Business Analyst,10+ years,OWN,82000,Source Verified,Dec-2015,Current,credit_card,Credit card refinancing,26.88,Dec-1996,8,0,29034,80,19,w,Individual,0,0
35000,60 months,16.59,862.15,D,D2,Registered Nurse,5 years,MORTGAGE,139000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.95,Sep-2008,10,0,24127,77.8,28,w,Individual,5,0
18000,36 months,7.91,563.31,A,A5,Sales,1 year,OWN,60000,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,11.52,Jun-2008,12,0,16649,50.3,18,w,Individual,1,0
10000,36 months,7.49,311.02,A,A4,Support Staff,< 1 year,MORTGAGE,55500,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.05,Feb-2003,8,0,13908,41.5,16,w,Individual,2,0
